location,location2,Reference,SpeciesA_db,SpeciesA_query,SpeciesA_Family,SpeciesA_Class,SpeciesA_Order,SpeciesA_Kingdom,SpeciesB_db,SpeciesB_query,SpeciesB_Family,SpeciesB_Class,SpeciesB_Order,SpeciesB_Kingdom,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Lannea coromandelica,Anacardiaceae,NA,Sapindales,Viridiplantae,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Ludwigia adscendens,Onagraceae,NA,Myrtales,Viridiplantae,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Mallotus conchinensis,Euphorbiaceae,NA,Malpighiales,Viridiplantae,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Mangifera indica,Anacardiaceae,NA,Sapindales,Viridiplantae,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Markhamia stipulata,Bignoniaceae,NA,Lamiales,Viridiplantae,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Melastoma malabathricum,Melastomataceae,NA,Myrtales,Viridiplantae,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Merremia hederacea,Convolvulaceae,NA,Solanales,Viridiplantae,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Merremia vitifolia,Convolvulaceae,NA,Solanales,Viridiplantae,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Milettia extensa,NA,NA,NA,NA,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Miliusa velutina,Annonaceae,NA,Magnoliales,Viridiplantae,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Mimosa pudicaa,NA,NA,NA,NA,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Mischocarpus pentapetalus,Sapindaceae,NA,Sapindales,Viridiplantae,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Mitrogina rotundifolia,NA,NA,NA,NA,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Morinda angustifolia,Rubiaceae,NA,Gentianales,Viridiplantae,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Mucuna pruriens,Fabaceae,NA,Fabales,Viridiplantae,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Musa laterita,Musaceae,Liliopsida,Zingiberales,Viridiplantae,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Neptunia,Fabaceae,NA,Fabales,Viridiplantae,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Oryza sativa,Poaceae,Liliopsida,Poales,Viridiplantae,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Paedria foetida,NA,NA,NA,NA,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Phragmites vallatoria,NA,NA,NA,NA,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Poaceace,NA,NA,NA,NA,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Salacca zalacca,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Samanea saman,Fabaceae,NA,Fabales,Viridiplantae,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Smilax macrophyla,Smilacaceae,Liliopsida,Liliales,Viridiplantae,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Spondias pinnata,Anacardiaceae,NA,Sapindales,Viridiplantae,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Streblus asper,Moraceae,NA,Rosales,Viridiplantae,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Tectona grandis,Lamiaceae,NA,Lamiales,Viridiplantae,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Terminalia bellerica,Combretaceae,NA,Myrtales,Viridiplantae,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Themeda intermedia,NA,NA,NA,NA,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Thysanolaena maxima,Poaceae,Liliopsida,Poales,Viridiplantae,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Tinospora rudiflora,NA,NA,NA,NA,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Vitex leucoxylon,Lamiaceae,NA,Lamiales,Viridiplantae,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Wrightia arborea,Apocynaceae,NA,Gentianales,Viridiplantae,,,,,,
"Myanmar, Burma",,"Campos-Arceiz, A. Lin, T. Z. Htun, W. Takasuki, S. Leimgruber, P. 2008. Working with mahouts to explore the diet of work elephants in Myanmar (Burma)",ncbi,Elephas maximus,Elephantidae,Mammalia,Proboscidea,Metazoa,ncbi,Xylia xylocarpa,Fabaceae,NA,Fabales,Viridiplantae,,,,,,
Xishuangbanna,,"Cao, L. Xiao, Z. Guo, C. Chen, J. 2011. Scatter hoarding rodents as secondary seed dispersers of a frugivore disperser tree Scleropyrum wallichianum in a defaunated Xishuangbanna tropical forest, China. Integrative Zoology. 6: 227-234",ncbi,Nycticebus coucang bengalensis ,NA,NA,NA,NA,ncbi,Scleropyrum wallichianum,Cervantesiaceae,NA,Santalales,Viridiplantae,,,,,,
Xishuangbanna,,"Cao, L. Xiao, Z. Guo, C. Chen, J. 2011. Scatter hoarding rodents as secondary seed dispersers of a frugivore disperser tree Scleropyrum wallichianum in a defaunated Xishuangbanna tropical forest, China. Integrative Zoology. 6: 227-234",ncbi,Macaca mulatta,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Scleropyrum wallichianum,Cervantesiaceae,NA,Santalales,Viridiplantae,,,,,,
Xishuangbanna,,"Cao, L. Xiao, Z. Guo, C. Chen, J. 2011. Scatter hoarding rodents as secondary seed dispersers of a frugivore disperser tree Scleropyrum wallichianum in a defaunated Xishuangbanna tropical forest, China. Integrative Zoology. 6: 227-234",ncbi,Muntiacus muntjack,NA,NA,NA,NA,ncbi,Scleropyrum wallichianum,Cervantesiaceae,NA,Santalales,Viridiplantae,,,,,,
Xishuangbanna,,"Cao, L. Xiao, Z. Guo, C. Chen, J. 2011. Scatter hoarding rodents as secondary seed dispersers of a frugivore disperser tree Scleropyrum wallichianum in a defaunated Xishuangbanna tropical forest, China. Integrative Zoology. 6: 227-234",ncbi,Paguma larvata,Viverridae,Mammalia,Carnivora,Metazoa,ncbi,Scleropyrum wallichianum,Cervantesiaceae,NA,Santalales,Viridiplantae,,,,,,
Xishuangbanna,,"Cao, L. Xiao, Z. Guo, C. Chen, J. 2011. Scatter hoarding rodents as secondary seed dispersers of a frugivore disperser tree Scleropyrum wallichianum in a defaunated Xishuangbanna tropical forest, China. Integrative Zoology. 6: 227-234",ncbi,Niviventer confucianus,Muridae,Mammalia,Rodentia,Metazoa,ncbi,Scleropyrum wallichianum,Cervantesiaceae,NA,Santalales,Viridiplantae,,,,,,
Xishuangbanna,,"Cao, L. Xiao, Z. Guo, C. Chen, J. 2011. Scatter hoarding rodents as secondary seed dispersers of a frugivore disperser tree Scleropyrum wallichianum in a defaunated Xishuangbanna tropical forest, China. Integrative Zoology. 6: 227-234",ncbi,Niviventer fulvescens,Muridae,Mammalia,Rodentia,Metazoa,ncbi,Scleropyrum wallichianum,Cervantesiaceae,NA,Santalales,Viridiplantae,,,,,,
Xishuangbanna,,"Cao, L. Xiao, Z. Guo, C. Chen, J. 2011. Scatter hoarding rodents as secondary seed dispersers of a frugivore disperser tree Scleropyrum wallichianum in a defaunated Xishuangbanna tropical forest, China. Integrative Zoology. 6: 227-234",ncbi,Maxomys surifer,Muridae,Mammalia,Rodentia,Metazoa,ncbi,Scleropyrum wallichianum,Cervantesiaceae,NA,Santalales,Viridiplantae,,,,,,
Xishuangbanna,,"Cao, L. Xiao, Z. Guo, C. Chen, J. 2011. Scatter hoarding rodents as secondary seed dispersers of a frugivore disperser tree Scleropyrum wallichianum in a defaunated Xishuangbanna tropical forest, China. Integrative Zoology. 6: 227-234",ncbi,Leptobarbus hoevenii,Cyprinidae,Actinopteri,Cypriniformes,Metazoa,ncbi,Hydnocarpus,Achariaceae,NA,Malpighiales,Viridiplantae,,,,,,
India,,"Cao, L. Xiao, Z. Guo, C. Chen, J. 2011. Scatter hoarding rodents as secondary seed dispersers of a frugivore disperser tree Scleropyrum wallichianum in a defaunated Xishuangbanna tropical forest, China. Integrative Zoology. 6: 227-234",ncbi,Heosemys silvatica,Geoemydidae,NA,Testudines,Metazoa,ncbi,Dillenia pentagyna,Dilleniaceae,NA,Dilleniales,Viridiplantae,,,,,,
Xishuangbanna,,"Cao, L. Xiao, Z. Guo, C. Chen, J. 2011. Scatter hoarding rodents as secondary seed dispersers of a frugivore disperser tree Scleropyrum wallichianum in a defaunated Xishuangbanna tropical forest, China. Integrative Zoology. 6: 227-234",ncbi,Heosemys silvatica,Geoemydidae,NA,Testudines,Metazoa,ncbi,Cordia obliqua,Cordiaceae,NA,Boraginales,Viridiplantae,,,,,,
Xishuangbanna,,"Cao, L. Xiao, Z. Guo, C. Chen, J. 2011. Scatter hoarding rodents as secondary seed dispersers of a frugivore disperser tree Scleropyrum wallichianum in a defaunated Xishuangbanna tropical forest, China. Integrative Zoology. 6: 227-234",ncbi,Heosemys silvatica,Geoemydidae,NA,Testudines,Metazoa,ncbi,Artocarpus heterophyllus,Moraceae,NA,Rosales,Viridiplantae,,,,,,
Xishuangbanna,,"Cao, L. Xiao, Z. Guo, C. Chen, J. 2011. Scatter hoarding rodents as secondary seed dispersers of a frugivore disperser tree Scleropyrum wallichianum in a defaunated Xishuangbanna tropical forest, China. Integrative Zoology. 6: 227-234",ncbi,Indotestudo forsteni,Testudinidae,NA,Testudines,Metazoa,ncbi,Artocarpus heterophyllus,Moraceae,NA,Rosales,Viridiplantae,,,,,,
South East Asia,,"Cao, L. Xiao, Z. Guo, C. Chen, J. 2011. Scatter hoarding rodents as secondary seed dispersers of a frugivore disperser tree Scleropyrum wallichianum in a defaunated Xishuangbanna tropical forest, China. Integrative Zoology. 6: 227-234",ncbi,Varanus,Varanidae,Reptilia,Squamata,Metazoa,ncbi,Dracontomelum,NA,NA,NA,NA,,,,,,
South East Asia,,"Cao, L. Xiao, Z. Guo, C. Chen, J. 2011. Scatter hoarding rodents as secondary seed dispersers of a frugivore disperser tree Scleropyrum wallichianum in a defaunated Xishuangbanna tropical forest, China. Integrative Zoology. 6: 227-234",ncbi,Varanus,Varanidae,Reptilia,Squamata,Metazoa,ncbi,Uvaria,Annonaceae,NA,Magnoliales,Viridiplantae,,,,,,
South East Asia,,"Cao, L. Xiao, Z. Guo, C. Chen, J. 2011. Scatter hoarding rodents as secondary seed dispersers of a frugivore disperser tree Scleropyrum wallichianum in a defaunated Xishuangbanna tropical forest, China. Integrative Zoology. 6: 227-234",ncbi,Varanus,Varanidae,Reptilia,Squamata,Metazoa,ncbi,Canarium boivinii,Burseraceae,NA,Sapindales,Viridiplantae,,,,,,
South East Asia,,"Cao, L. Xiao, Z. Guo, C. Chen, J. 2011. Scatter hoarding rodents as secondary seed dispersers of a frugivore disperser tree Scleropyrum wallichianum in a defaunated Xishuangbanna tropical forest, China. Integrative Zoology. 6: 227-234",ncbi,Varanus,Varanidae,Reptilia,Squamata,Metazoa,ncbi,Garcinia,Clusiaceae,NA,Malpighiales,Viridiplantae,,,,,,
South East Asia,,"Cao, L. Xiao, Z. Guo, C. Chen, J. 2011. Scatter hoarding rodents as secondary seed dispersers of a frugivore disperser tree Scleropyrum wallichianum in a defaunated Xishuangbanna tropical forest, China. Integrative Zoology. 6: 227-234",ncbi,Varanus,Varanidae,Reptilia,Squamata,Metazoa,ncbi,Sandoricum,Meliaceae,NA,Sapindales,Viridiplantae,,,,,,
South East Asia,,"Cao, L. Xiao, Z. Guo, C. Chen, J. 2011. Scatter hoarding rodents as secondary seed dispersers of a frugivore disperser tree Scleropyrum wallichianum in a defaunated Xishuangbanna tropical forest, China. Integrative Zoology. 6: 227-234",ncbi,Varanus,Varanidae,Reptilia,Squamata,Metazoa,ncbi,Ficus,Moraceae,NA,Rosales,Viridiplantae,,,,,,
South East Asia,,"Cao, L. Xiao, Z. Guo, C. Chen, J. 2011. Scatter hoarding rodents as secondary seed dispersers of a frugivore disperser tree Scleropyrum wallichianum in a defaunated Xishuangbanna tropical forest, China. Integrative Zoology. 6: 227-234",ncbi,Varanus,Varanidae,Reptilia,Squamata,Metazoa,ncbi,Malaisia,Moraceae,NA,Rosales,Viridiplantae,,,,,,
South East Asia,,"Cao, L. Xiao, Z. Guo, C. Chen, J. 2011. Scatter hoarding rodents as secondary seed dispersers of a frugivore disperser tree Scleropyrum wallichianum in a defaunated Xishuangbanna tropical forest, China. Integrative Zoology. 6: 227-234",ncbi,Varanus,Varanidae,Reptilia,Squamata,Metazoa,ncbi,Caryota,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
South East Asia,,"Cao, L. Xiao, Z. Guo, C. Chen, J. 2011. Scatter hoarding rodents as secondary seed dispersers of a frugivore disperser tree Scleropyrum wallichianum in a defaunated Xishuangbanna tropical forest, China. Integrative Zoology. 6: 227-234",ncbi,Varanus,Varanidae,Reptilia,Squamata,Metazoa,ncbi,Corypha,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
South East Asia,,"Cao, L. Xiao, Z. Guo, C. Chen, J. 2011. Scatter hoarding rodents as secondary seed dispersers of a frugivore disperser tree Scleropyrum wallichianum in a defaunated Xishuangbanna tropical forest, China. Integrative Zoology. 6: 227-234",ncbi,Varanus,Varanidae,Reptilia,Squamata,Metazoa,ncbi,Livinstona,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
South East Asia,,"Cao, L. Xiao, Z. Guo, C. Chen, J. 2011. Scatter hoarding rodents as secondary seed dispersers of a frugivore disperser tree Scleropyrum wallichianum in a defaunated Xishuangbanna tropical forest, China. Integrative Zoology. 6: 227-234",ncbi,Varanus,Varanidae,Reptilia,Squamata,Metazoa,ncbi,Pandanus,Pandanaceae,Liliopsida,Pandanales,Viridiplantae,,,,,,
South East Asia,,"Cao, L. Xiao, Z. Guo, C. Chen, J. 2011. Scatter hoarding rodents as secondary seed dispersers of a frugivore disperser tree Scleropyrum wallichianum in a defaunated Xishuangbanna tropical forest, China. Integrative Zoology. 6: 227-234",ncbi,Varanus,Varanidae,Reptilia,Squamata,Metazoa,ncbi,Grewia,Malvaceae,NA,Malvales,Viridiplantae,,,,,,
"Atlantic forest, Brasil.",Brasil,"Carvalho, C. S., Galetti, M., Colevatti, R. G., & Jordano, P. (2016). Defaunation leads to microevolutionary changes in a tropical palm. Scientific reports, 6.",ncbi,Aburria jacutinga,Cracidae,Aves,Galliformes,Metazoa,ncbi,Euterpe edulis,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
Ivory Coast,Ivory Coast,"Carvalho, C. S., Galetti, M., Colevatti, R. G., & Jordano, P. (2016). Defaunation leads to microevolutionary changes in a tropical palm. Scientific reports, 6.",ncbi,Milvus migrans,Accipitridae,Aves,Falconiformes,Metazoa,ncbi,Elaeis guineensis,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
,,"Carvalho, C. S., Galetti, M., Colevatti, R. G., & Jordano, P. (2016). Defaunation leads to microevolutionary changes in a tropical palm. Scientific reports, 6.",ncbi,Penelope,Cracidae,Aves,Galliformes,Metazoa,ncbi,Euterpe edulis,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
,,"Carvalho, C. S., Galetti, M., Colevatti, R. G., & Jordano, P. (2016). Defaunation leads to microevolutionary changes in a tropical palm. Scientific reports, 6.",ncbi,Procnias nudicollis,Cotingidae,Aves,Passeriformes,Metazoa,ncbi,Euterpe edulis,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
,,"Carvalho, C. S., Galetti, M., Colevatti, R. G., & Jordano, P. (2016). Defaunation leads to microevolutionary changes in a tropical palm. Scientific reports, 6.",ncbi,Ramphastos,Ramphastidae,Aves,Piciformes,Metazoa,ncbi,Euterpe edulis,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
,,"Carvalho, C. S., Galetti, M., Colevatti, R. G., & Jordano, P. (2016). Defaunation leads to microevolutionary changes in a tropical palm. Scientific reports, 6.",ncbi,Turdus,Turdidae,Aves,Passeriformes,Metazoa,ncbi,Euterpe edulis,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
Khao Kheow-Khao Chompu Wildlife Sanctuary,Thailand,"Chaiyarat, R., Kongprom, U., Manathamkamon, D., Wanpradab, S., & Sangarang, S. (2012). Captive breeding and reintroduction of the oriental pied hornbill (Anthracoceros albirostris) in Khao Kheow Open Zoo, Thailand. Zoo biology, 31(6), 683-693.",ncbi,Anthracoceros albirostris,Bucerotidae,Aves,Bucerotiformes,Metazoa,ncbi,Areca,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
Khao Kheow-Khao Chompu Wildlife Sanctuary,Thailand,"Chaiyarat, R., Kongprom, U., Manathamkamon, D., Wanpradab, S., & Sangarang, S. (2012). Captive breeding and reintroduction of the oriental pied hornbill (Anthracoceros albirostris) in Khao Kheow Open Zoo, Thailand. Zoo biology, 31(6), 683-693.",ncbi,Anthracoceros albirostris,Bucerotidae,Aves,Bucerotiformes,Metazoa,ncbi,Caryota bacsonensis,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
