sourceTaxonId	sourceTaxonName	interactionTypeId	InteractionTypeName	targetTaxonId	targetTaxonName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	referenceCitation
	Syconycteris australis	RO:0002470	eats		Castanospermum australe		"Atherton Tablelands, Queensland"				10.1071/WR00058	"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-626"
	Syconycteris australis	RO:0002470	eats		Banksia		"Atherton Tablelands, Queensland"				10.1071/WR00058	"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-626"
	Syconycteris australis	RO:0002470	eats		Schefflera actinophylla		"Atherton Tablelands, Queensland"				10.1071/WR00058	"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-626"
	Syconycteris australis	RO:0002470	eats		Syzygium cormiflorum		"Atherton Tablelands, Queensland"				10.1071/WR00058	"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-626"
	Syconycteris australis	RO:0002470	eats		Banksia integrifolia		"Atherton Tablelands, Queensland"				10.1071/WR00058	"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-626"
	Syconycteris australis	RO:0002470	eats		Schefflera actinophylla		"Atherton Tablelands, Queensland"				10.1071/WR00058	"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-626"
	Syconycteris australis	RO:0002470	eats		Syzygium cormiflorum		"Atherton Tablelands, Queensland"				10.1071/WR00058	"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-626"
	Syconycteris australis	RO:0002470	eats		Syzygium tierneyanum		"Atherton Tablelands, Queensland"				10.1071/WR00058	"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-626"
	Syconycteris australis	RO:0002470	eats		Syzygium gustavoides		"Atherton Tablelands, Queensland"				10.1071/WR00058	"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-626"
	Syconycteris australis	RO:0002470	eats		Stenocaprus sinuatus		"Atherton Tablelands, Queensland"				10.1071/WR00058	"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-626"
	Syconycteris australis	RO:0002470	eats		Syzygium cormiflorum		"Atherton Tablelands, Queensland"				10.1071/WR00058	"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-626"
	Syconycteris australis	RO:0002470	eats		Callistemon viminalis		"Atherton Tablelands, Queensland"				10.1071/WR00058	"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-626"
	Syconycteris australis	RO:0002470	eats		Castanospermum australe		"Atherton Tablelands, Queensland"				10.1071/WR00058	"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-626"
	Syconycteris australis	RO:0002470	eats		Syzygium kuranda		"Atherton Tablelands, Queensland"				10.1071/WR00058	"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-626"
	Syconycteris australis	RO:0002470	eats		Xanthostemon chrysanthus		"Atherton Tablelands, Queensland"				10.1071/WR00058	"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-626"
	Syconycteris australis	RO:0002470	eats		Freycinetia excelsa/scandens		"Atherton Tablelands, Queensland"				10.1071/WR00058	"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-626"
	Syconycteris australis	RO:0002470	eats		Musa		"Atherton Tablelands, Queensland"				10.1071/WR00058	"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-626"
	Syconycteris australis	RO:0002470	eats		Schefflera actinophylla		"Atherton Tablelands, Queensland"				10.1071/WR00058	"Law, B. 2001. The diet of the common blossom bat (Syconycteris australis) in upland tropical rainforest and the importance of riparian areas. Wildlife Research. 28, 619-626"
	Macaca fascicularis	RO:0002470	eats		Acacia auriculiformis		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Adenia microphylla		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Adinandra dumosa		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Alangium nobile		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Alangium ridleyi		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Albizia splendens		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Alseodaphne		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Alstonia angustiloba		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Anadendrum		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Anisophyllea disticha		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Antidesma coriaceum		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Aporusa benthamiana		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Aporusa fructescens		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Aquilaria malaccensis		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Archidendron clypearia		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Ardisia colorata		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Areca catechu		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Aromadendron elegans		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Artabotrys suaveolens		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Arthrophyllum diversifolium		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Artocarpus elasticus		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Artocarpus heterophyllus		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Artocarpus integer		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Artocarpus lanceifolius		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Artocarpus rigidus		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Averrhoa carambola		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Baccaurea kunstleri		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Baccaurea parviflora		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Bambusa ridleyi		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Bauhinia sembifida		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Bhesa paniculata		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Blumeodendron tokbrai		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Buchanania sessifolia		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Calamus oxleyanus		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Calophyllum ferrugineum		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Calophyllum pulcherrimum		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Calophyllum tetrapterum		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Campnosperma auriculatum		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Canarium pilosum		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Canthium confertum		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Carica papaya		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Castanopsis lucida		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Castanopis wallichii		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Chrysophyllum lanceolatum		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Cissus hastata		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Clerodendrum laevifolium		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Clidemia hirta		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Combretum sundaicum		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Connarus 		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Cratoxylum cochinense		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Cyathocalyx ramuliflorus		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Cyperus kyllingia		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Dacryodes costata		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
	Macaca fascicularis	RO:0002470	eats		Deaemonorops didymophylla		"Bukit Timah Nature Reserve, Singapore"				10.1159/000156587	Lucas and Corlett. 1991. Relationship between the Diet of Macaca fascicularis and Forest Phenology. Folia Primatologica. 57:201-215. 
